,0
2024-07-11 00:00:00-04:00,4245029888
2024-07-11 00:00:00-04:00,4220440064
2024-07-12 00:00:00-04:00,4141110016
2024-07-13 00:00:00-04:00,4160460032
2024-07-16 00:00:00-04:00,4167340032
2024-07-17 00:00:00-04:00,4141110016
2024-07-18 00:00:00-04:00,4165210112
2024-07-18 00:00:00-04:00,4168100096
2024-07-19 00:00:00-04:00,4141110016
2024-07-20 00:00:00-04:00,4141779968
2024-07-25 00:00:00-04:00,4141779968
2024-07-25 00:00:00-04:00,4151079936
2024-07-30 00:00:00-04:00,4141870080
2024-08-01 00:00:00-04:00,4175610112
2024-08-02 00:00:00-04:00,4141870080
2024-08-06 00:00:00-04:00,4166109952
2024-08-07 00:00:00-04:00,4141870080
2024-08-08 00:00:00-04:00,4216049920
2024-08-09 00:00:00-04:00,4141870080
2024-08-13 00:00:00-04:00,4161359872
2024-08-14 00:00:00-04:00,4141870080
2024-08-17 00:00:00-04:00,4167059968
2024-08-20 00:00:00-04:00,4141870080
2024-08-21 00:00:00-04:00,4143770112
2024-08-22 00:00:00-04:00,4141870080
2024-08-23 00:00:00-04:00,4155500032
2024-08-24 00:00:00-04:00,4141870080
2024-08-29 00:00:00-04:00,4160950016
2024-08-29 00:00:00-04:00,4141870080
2024-08-31 00:00:00-04:00,4141890048
2024-09-03 00:00:00-04:00,4167640064
2024-09-03 00:00:00-04:00,4141890048
2024-09-04 00:00:00-04:00,4175790080
2024-09-04 00:00:00-04:00,4168920064
2024-09-05 00:00:00-04:00,4141890048
2024-09-06 00:00:00-04:00,4163290112
2024-09-07 00:00:00-04:00,4161250048
2024-09-07 00:00:00-04:00,4229789952
2024-09-10 00:00:00-04:00,4141890048
2024-09-17 00:00:00-04:00,4152440064
2024-09-18 00:00:00-04:00,4197189888
2024-09-19 00:00:00-04:00,4161639936
2024-09-20 00:00:00-04:00,4141900032
2024-09-24 00:00:00-04:00,4146530048
2024-09-25 00:00:00-04:00,4167830016
2024-09-26 00:00:00-04:00,4163879936
2024-09-27 00:00:00-04:00,4141900032
2024-09-28 00:00:00-04:00,4203610112
2024-09-28 00:00:00-04:00,4218340096
2024-10-01 00:00:00-04:00,4166840064
2024-10-02 00:00:00-04:00,4202469888
2024-10-03 00:00:00-04:00,4213390080
2024-10-04 00:00:00-04:00,4196470016
2024-10-04 00:00:00-04:00,4169979904
2024-10-05 00:00:00-04:00,4149609984
2024-10-05 00:00:00-04:00,4141900032
2024-10-08 00:00:00-04:00,4161720064
2024-10-09 00:00:00-04:00,4141900032
2024-10-10 00:00:00-04:00,4142000128
2024-10-11 00:00:00-04:00,4180450048
2024-10-12 00:00:00-04:00,4141900032
2024-10-12 00:00:00-04:00,4163859968
2024-10-14 00:00:00-04:00,4141900032
2024-10-16 00:00:00-04:00,4194330112
2024-10-17 00:00:00-04:00,4141900032
2024-10-18 00:00:00-04:00,4235719936
2024-10-18 00:00:00-04:00,4280580096
2024-10-19 00:00:00-04:00,4141900032
2024-10-24 00:00:00-04:00,4154240000
2024-10-25 00:00:00-04:00,4214970112
2024-10-25 00:00:00-04:00,4184389888
2024-10-29 00:00:00-04:00,4219820032
2024-10-29 00:00:00-04:00,4162459904
2024-10-30 00:00:00-04:00,4160849920
2024-10-31 00:00:00-04:00,4213230080
2024-10-31 00:00:00-04:00,4288900096
2024-11-01 00:00:00-04:00,4255549952
2024-11-01 00:00:00-04:00,4152160000
2024-11-02 00:00:00-04:00,4179510016
2024-11-05 00:00:00-05:00,4200730112
2024-11-05 00:00:00-05:00,4187579904
2024-11-06 00:00:00-05:00,4202759936
2024-11-06 00:00:00-05:00,4179300096
2024-11-07 00:00:00-05:00,4206599936
2024-11-07 00:00:00-05:00,4152160000
2024-11-08 00:00:00-05:00,4158020096
2024-11-08 00:00:00-05:00,4152160000
2024-11-12 00:00:00-05:00,4152809984
2024-11-13 00:00:00-05:00,4175350016
2024-11-14 00:00:00-05:00,4170720000
2024-11-14 00:00:00-05:00,4171559936
2024-11-15 00:00:00-05:00,4192440064
2024-11-16 00:00:00-05:00,4248910080
2024-11-19 00:00:00-05:00,4235140096
2024-11-20 00:00:00-05:00,4142010112
